store,name,sales,price
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【官方标配】,0,3699.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【官方标配】,1,3399.00
黑鲨京东自营官方旗舰店,黑鲨游戏手机2#12GB+256GB,5057,2999.00
酷派京东自营旗舰店,酷派cool 9#酷派cool 9,691,599.00
酷派京东自营旗舰店,酷派cool 9#酷派cool 9,341,599.00
酷派京东自营旗舰店,酷派酷玩8 Lite#酷派cool 9,7790,599.00
酷派京东自营旗舰店,酷派cool 9#酷派cool 9,13806,599.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【耳机手环套装】,0,3799.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【耳机手环套装】,0,3699.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【官方标配】,25,3999.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 贝母白 8G+128G 全网通#6G+128G 全网通,259,1399.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 紫玉幻境 6G+128G 全网通【现货速发】#6G+128G 全网通【现货速发】,117,1699.00
酷派京东自营旗舰店,酷派cool 9#碎屏保套装,0,649.00
酷派京东自营旗舰店,酷派cool 9#碎屏保套装,0,649.00
酷派京东自营旗舰店,酷派酷玩8 Lite#碎屏保套装,0,649.00
酷派京东自营旗舰店,酷派cool 9#碎屏保套装,0,649.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【耳机手环套装】,0,4299.00
疆界互联旗舰店,小米 红米Note8 pro 6400万四摄Redmi手机 贝母白 8G+128G 全网通#8G+128G 全网通,565,1458.00
疆界互联旗舰店,小米Redmi红米K30 手机 王一博同款【现货速发】 紫玉幻境 6G+128G 全网通【现货速发】#8G+128G 全网通【现货速发】,39,1899.00
OPPO墨白专卖店,OPPOOPPO Reno3 pro#5G全网通【官方标配】,5,3999.00
